種類,価格情報区分,市区町村コード,都道府県名,市区町村名,地区名,最寄駅：名称,最寄駅：距離（分）,取引価格（総額）,間取り,面積（㎡）,建築年,建物の構造,用途,今後の利用目的,都市計画,建ぺい率（％）,容積率（％）,取引時期,改装,取引の事情等,区,取引年,取引四半期,建築年_数値,築年数,最寄駅距離_分,㎡単価,夜間人口,昼間人口,昼夜間人口比率
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,0,130000000,３ＬＤＫ,105,,,住宅,住宅,商業,80.0,600.0,2021年第4四半期,未改装,,千代田区,2021,4,,,0.0,1238095.238095238,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,220000000,３ＬＤＫ,85,2019年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第4四半期,未改装,,千代田区,2021,4,2019.0,2.0,3.0,2588235.294117647,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,0,16000000,１Ｋ,20,1976年,ＳＲＣ,住宅,事務所,商業,80.0,600.0,2021年第4四半期,未改装,,千代田区,2021,4,1976.0,45.0,0.0,800000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,130000000,２ＬＤＫ,85,2001年,ＳＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第3四半期,未改装,,千代田区,2021,3,2001.0,20.0,2.0,1529411.7647058824,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,240000000,２ＬＤＫ,105,2016年,ＲＣ,住宅,住宅,１種住居,60.0,400.0,2021年第3四半期,未改装,,千代田区,2021,3,2016.0,5.0,3.0,2285714.285714286,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,52000000,１ＬＤＫ＋Ｓ,50,1977年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第3四半期,未改装,,千代田区,2021,3,1977.0,44.0,2.0,1040000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,73000000,１ＬＤＫ,45,2009年,ＲＣ,住宅,住宅,商業,80.0,500.0,2021年第3四半期,未改装,,千代田区,2021,3,2009.0,12.0,2.0,1622222.2222222222,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,170000000,２ＬＤＫ,85,2001年,ＳＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第3四半期,改装済み,,千代田区,2021,3,2001.0,20.0,2.0,2000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,58000000,１ＬＤＫ,55,1984年,ＳＲＣ,住宅,住宅,商業,80.0,500.0,2021年第2四半期,改装済み,,千代田区,2021,2,1984.0,37.0,1.0,1054545.4545454546,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,51000000,１ＬＤＫ,55,1984年,ＳＲＣ,,住宅,商業,80.0,500.0,2021年第2四半期,未改装,,千代田区,2021,2,1984.0,37.0,1.0,927272.7272727273,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,2500000000,３ＬＤＫ,115,2001年,ＳＲＣ,,住宅,２種住居,80.0,500.0,2021年第2四半期,,,千代田区,2021,2,2001.0,20.0,2.0,21739130.43478261,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,0,11000000,１Ｋ,20,1976年,ＳＲＣ,住宅,その他,商業,80.0,600.0,2021年第2四半期,未改装,,千代田区,2021,2,1976.0,45.0,0.0,550000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,140000000,３ＬＤＫ,95,1984年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2021年第2四半期,改装済み,,千代田区,2021,2,1984.0,37.0,1.0,1473684.2105263157,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,48000000,１ＤＫ,35,1977年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第2四半期,改装済み,,千代田区,2021,2,1977.0,44.0,2.0,1371428.5714285714,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,1,49000000,１Ｋ,40,1984年,ＳＲＣ,住宅,事務所,商業,80.0,500.0,2021年第2四半期,未改装,,千代田区,2021,2,1984.0,37.0,1.0,1225000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,150000000,２ＬＤＫ,80,2001年,ＳＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第1四半期,未改装,,千代田区,2021,1,2001.0,20.0,2.0,1875000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,2,68000000,１ＬＤＫ,45,2010年,ＲＣ,住宅,住宅,商業,80.0,500.0,2021年第1四半期,改装済み,,千代田区,2021,1,2010.0,11.0,2.0,1511111.111111111,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,一番町,半蔵門,3,220000000,３ＬＤＫ,95,2019年,ＲＣ,住宅,住宅,２種住居,80.0,500.0,2021年第1四半期,未改装,,千代田区,2021,1,2019.0,2.0,3.0,2315789.4736842103,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,秋葉原,11,24000000,,20,2002年,ＲＣ,,住宅,商業,80.0,500.0,2022年第4四半期,,,千代田区,2022,4,2002.0,20.0,11.0,1200000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,秋葉原,11,24000000,１Ｋ,25,2002年,ＲＣ,住宅,住宅,商業,80.0,500.0,2021年第1四半期,未改装,,千代田区,2021,1,2002.0,19.0,11.0,960000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,44000000,１Ｒ,30,2016年,ＲＣ,住宅,住宅,商業,80.0,600.0,2025年第3四半期,未改装,,千代田区,2025,3,2016.0,9.0,4.0,1466666.6666666667,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,34000000,,25,2004年,ＳＲＣ,住宅,,商業,80.0,600.0,2025年第3四半期,,,千代田区,2025,3,2004.0,21.0,2.0,1360000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,43000000,１Ｋ,30,2000年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2025年第2四半期,改装済み,,千代田区,2025,2,2000.0,25.0,4.0,1433333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,27000000,１Ｋ,20,2003年,ＲＣ,住宅,住宅,商業,80.0,600.0,2025年第2四半期,,,千代田区,2025,2,2003.0,22.0,4.0,1350000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,35000000,１Ｋ,20,2016年,ＲＣ,住宅,住宅,商業,80.0,600.0,2025年第2四半期,,,千代田区,2025,2,2016.0,9.0,4.0,1750000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,34000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2025年第2四半期,改装済み,,千代田区,2025,2,2006.0,19.0,2.0,1700000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,10,31000000,１Ｋ,20,,,,住宅,,,,2025年第1四半期,未改装,,千代田区,2025,1,,,10.0,1550000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,3,110000000,,95,2015年,ＳＲＣ,店舗,店舗,商業,80.0,600.0,2025年第1四半期,,,千代田区,2025,1,2015.0,10.0,3.0,1157894.7368421052,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,40000000,１Ｋ,25,2018年,ＲＣ,住宅,住宅,商業,80.0,600.0,2024年第4四半期,未改装,,千代田区,2024,4,2018.0,6.0,4.0,1600000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,34000000,１Ｋ,30,2005年,ＲＣ,住宅,住宅,商業,80.0,600.0,2024年第4四半期,未改装,,千代田区,2024,4,2005.0,19.0,4.0,1133333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,20000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2024年第4四半期,未改装,,千代田区,2024,4,2006.0,18.0,2.0,1000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,29000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2024年第4四半期,未改装,,千代田区,2024,4,2006.0,18.0,2.0,1450000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,5,40000000,１Ｋ,30,,,,その他,,,,2024年第4四半期,未改装,,千代田区,2024,4,,,5.0,1333333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,32000000,,20,2006年,ＳＲＣ,,住宅,商業,80.0,700.0,2024年第3四半期,,,千代田区,2024,3,2006.0,18.0,2.0,1600000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,45000000,１ＬＤＫ,30,2015年,ＲＣ,住宅,住宅,商業,80.0,600.0,2024年第3四半期,,,千代田区,2024,3,2015.0,9.0,4.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,47000000,１ＬＤＫ,40,2005年,ＲＣ,住宅,住宅,商業,80.0,600.0,2024年第3四半期,未改装,,千代田区,2024,3,2005.0,19.0,4.0,1175000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,26000000,１Ｋ,20,2004年,ＳＲＣ,,住宅,商業,80.0,800.0,2024年第2四半期,未改装,,千代田区,2024,2,2004.0,20.0,4.0,1300000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,45000000,１ＬＤＫ,40,2005年,ＲＣ,住宅,住宅,商業,80.0,600.0,2024年第2四半期,,,千代田区,2024,2,2005.0,19.0,4.0,1125000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,3,34000000,１Ｋ,30,2006年,ＲＣ,住宅,住宅,商業,80.0,500.0,2024年第2四半期,改装済み,,千代田区,2024,2,2006.0,18.0,3.0,1133333.3333333333,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,31000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2024年第2四半期,,,千代田区,2024,2,2006.0,18.0,2.0,1550000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,1,27000000,,20,2004年,ＳＲＣ,,住宅,商業,80.0,700.0,2024年第2四半期,,,千代田区,2024,2,2004.0,20.0,1.0,1350000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,25000000,１Ｋ,20,2003年,ＲＣ,住宅,住宅,商業,80.0,600.0,2024年第1四半期,未改装,,千代田区,2024,1,2003.0,21.0,4.0,1250000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,30000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2024年第1四半期,未改装,,千代田区,2024,1,2006.0,18.0,2.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,32000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2024年第1四半期,未改装,,千代田区,2024,1,2006.0,18.0,2.0,1600000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,32000000,１Ｋ,20,2006年,ＳＲＣ,住宅,その他,商業,80.0,700.0,2024年第1四半期,,,千代田区,2024,1,2006.0,18.0,2.0,1600000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,3,63000000,１ＬＤＫ,40,2016年,ＲＣ,住宅,事務所,商業,80.0,800.0,2023年第4四半期,未改装,,千代田区,2023,4,2016.0,7.0,3.0,1575000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,3,48000000,,30,2016年,ＲＣ,,,商業,80.0,800.0,2023年第4四半期,,,千代田区,2023,4,2016.0,7.0,3.0,1600000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,30000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2023年第4四半期,未改装,,千代田区,2023,4,2006.0,17.0,2.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,3,36000000,１Ｋ,25,2020年,ＲＣ,,その他,商業,80.0,600.0,2023年第4四半期,未改装,,千代田区,2023,4,2020.0,3.0,3.0,1440000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,40000000,１Ｋ＋Ｓ,35,2000年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2023年第4四半期,未改装,,千代田区,2023,4,2000.0,23.0,4.0,1142857.142857143,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,3,62000000,１ＬＤＫ,35,2016年,ＲＣ,住宅,,商業,80.0,800.0,2023年第4四半期,未改装,,千代田区,2023,4,2016.0,7.0,3.0,1771428.5714285714,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,25000000,１Ｋ,25,2000年,ＳＲＣ,,住宅,商業,80.0,600.0,2023年第3四半期,,,千代田区,2023,3,2000.0,23.0,4.0,1000000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,3,57000000,１ＬＤＫ,40,2016年,ＲＣ,住宅,住宅,商業,80.0,800.0,2023年第3四半期,未改装,,千代田区,2023,3,2016.0,7.0,3.0,1425000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,29000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2023年第3四半期,未改装,,千代田区,2023,3,2006.0,17.0,2.0,1450000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,3,22000000,１Ｋ,20,2003年,ＳＲＣ,住宅,住宅,商業,80.0,800.0,2023年第3四半期,未改装,,千代田区,2023,3,2003.0,20.0,3.0,1100000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,1,29000000,１Ｋ,20,2004年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2023年第3四半期,未改装,,千代田区,2023,3,2004.0,19.0,1.0,1450000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,27000000,１Ｋ＋Ｓ,35,2000年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2023年第2四半期,,,千代田区,2023,2,2000.0,23.0,4.0,771428.5714285715,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,24000000,１Ｋ,20,2004年,ＳＲＣ,住宅,住宅,商業,80.0,800.0,2023年第2四半期,未改装,,千代田区,2023,2,2004.0,19.0,4.0,1200000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,38000000,１ＤＫ,30,2007年,ＲＣ,,,商業,80.0,700.0,2023年第1四半期,,,千代田区,2023,1,2007.0,16.0,4.0,1266666.6666666667,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,31000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2023年第1四半期,未改装,,千代田区,2023,1,2006.0,17.0,2.0,1550000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,30000000,１Ｋ,20,2006年,ＳＲＣ,,住宅,商業,80.0,700.0,2023年第1四半期,,,千代田区,2023,1,2006.0,17.0,2.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,4,32000000,１Ｋ,25,2008年,ＲＣ,住宅,住宅,商業,80.0,600.0,2022年第4四半期,未改装,,千代田区,2022,4,2008.0,14.0,4.0,1280000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,30000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,600.0,2022年第4四半期,未改装,,千代田区,2022,4,2006.0,16.0,2.0,1500000.0,66680,903780,1355.39892
中古マンション等,不動産取引価格情報,13101,東京都,千代田区,岩本町,岩本町,2,31000000,１Ｋ,20,2006年,ＳＲＣ,住宅,住宅,商業,80.0,700.0,2022年第3四半期,改装済み,,千代田区,2022,3,2006.0,16.0,2.0,1550000.0,66680,903780,1355.39892
